Date,Event name,Region,Event count
2025012711,vendas,Santo Andre,70
2025021015,vendas,Santo Andre,66
2025020318,vendas,Santo Andre,64
2025022411,vendas,Santo Andre,64
2025013011,vendas,Santo Andre,63
2025020311,vendas,Santo Andre,63
2025021014,vendas,Santo Andre,63
2025021709,vendas,Santo Andre,62
2025022410,vendas,Santo Andre,62
2024111110,vendas,Santo Andre,61
2025012716,vendas,Santo Andre,61
2025021715,vendas,Santo Andre,61
2025020316,vendas,Santo Andre,60
2025012714,vendas,Santo Andre,59
2025021010,vendas,Santo Andre,59
2025021017,vendas,Santo Andre,59
2025021211,vendas,Santo Andre,59
2024111911,vendas,Santo Andre,58
2025020315,vendas,Santo Andre,58
2024102115,vendas,Santo Andre,57
2024110411,vendas,Santo Andre,56
2025021710,vendas,Santo Andre,56
2025011415,vendas,Santo Andre,55
2025020417,vendas,Santo Andre,55
2025022110,vendas,Santo Andre,55
2025020515,vendas,Santo Andre,54
2025021210,vendas,Santo Andre,54
2025021718,vendas,Santo Andre,54
2025022016,vendas,Santo Andre,54
2024102110,vendas,Santo Andre,53
2025020415,vendas,Santo Andre,53
2025021011,vendas,Santo Andre,53
2025021714,vendas,Santo Andre,53
2025022415,vendas,Santo Andre,53
2024102114,vendas,Santo Andre,52
2025020313,vendas,Santo Andre,52
2024111111,vendas,Santo Andre,51
2025012816,vendas,Santo Andre,51
2025011316,vendas,Santo Andre,50
2025011511,vendas,Santo Andre,50
2024120916,vendas,Santo Andre,49
2025012912,vendas,Santo Andre,49
2025020310,vendas,Santo Andre,49
2025021116,vendas,Santo Andre,49
2025021811,vendas,Santo Andre,49
2025021914,vendas,Santo Andre,49
2024102116,vendas,Santo Andre,48
2025010716,vendas,Santo Andre,48
2025011313,vendas,Santo Andre,48
2025012719,vendas,Santo Andre,48
2025013111,vendas,Santo Andre,48
2025020514,vendas,Santo Andre,48
2025022517,vendas,Santo Andre,48
2024101510,vendas,Santo Andre,47
2025011515,vendas,Santo Andre,47
2025012113,vendas,Santo Andre,47
2025012114,vendas,Santo Andre,47
2025013010,vendas,Santo Andre,47
2025020511,vendas,Santo Andre,47
2025020516,vendas,Santo Andre,47
2025021711,vendas,Santo Andre,47
2024101411,vendas,Santo Andre,46
2024102112,vendas,Santo Andre,46
2024111810,vendas,Santo Andre,46
2024121110,vendas,Santo Andre,46
2025010611,vendas,Santo Andre,46
2025011314,vendas,Santo Andre,46
2025012010,vendas,Santo Andre,46
2025012810,vendas,Santo Andre,46
2025020418,vendas,Santo Andre,46
2025021311,vendas,Santo Andre,46
2025022011,vendas,Santo Andre,46
2024110409,vendas,Santo Andre,45
2025010710,vendas,Santo Andre,45
2025011311,vendas,Santo Andre,45
2025012012,vendas,Santo Andre,45
2025012014,vendas,Santo Andre,45
2025012117,vendas,Santo Andre,45
2025012914,vendas,Santo Andre,45
2025020416,vendas,Santo Andre,45
2025020509,vendas,Santo Andre,45
2025020510,vendas,Santo Andre,45
2025020710,vendas,Santo Andre,45
2025021009,vendas,Santo Andre,45
2025021012,vendas,Santo Andre,45
2025021212,vendas,Santo Andre,45
2025022416,vendas,Santo Andre,45
2024102910,vendas,Santo Andre,44
2024110510,vendas,Santo Andre,44
2024112617,vendas,Santo Andre,44
2024120417,vendas,Santo Andre,44
2025012210,vendas,Santo Andre,44
2025012310,vendas,Santo Andre,44
2025020512,vendas,Santo Andre,44
2025020617,vendas,Santo Andre,44
2025021018,vendas,Santo Andre,44
2025021114,vendas,Santo Andre,44
2025021713,vendas,Santo Andre,44
2025021716,vendas,Santo Andre,44
2025022412,vendas,Santo Andre,44
2025022414,vendas,Santo Andre,44
2024100710,vendas,Santo Andre,43
2024102817,vendas,Santo Andre,43
2025010810,vendas,Santo Andre,43
2025011414,vendas,Santo Andre,43
2025012111,vendas,Santo Andre,43
2025012713,vendas,Santo Andre,43
2025012718,vendas,Santo Andre,43
2025012911,vendas,Santo Andre,43
2025020308,vendas,Santo Andre,43
2025020314,vendas,Santo Andre,43
2025020517,vendas,Santo Andre,43
2025021110,vendas,Santo Andre,43
2025021314,vendas,Santo Andre,43
2025021816,vendas,Santo Andre,43
2025022009,vendas,Santo Andre,43
2025022417,vendas,Santo Andre,43
2025022514,vendas,Santo Andre,43
2024101116,vendas,Santo Andre,42
2024102216,vendas,Santo Andre,42
2024102813,vendas,Santo Andre,42
2025012009,vendas,Santo Andre,42
2025012017,vendas,Santo Andre,42
2025020414,vendas,Santo Andre,42
2025020611,vendas,Santo Andre,42
2025020615,vendas,Santo Andre,42
2025021115,vendas,Santo Andre,42
2025021411,vendas,Santo Andre,42
2025022017,vendas,Santo Andre,42
2025022409,vendas,Santo Andre,42
2025022510,vendas,Santo Andre,42
2024101111,vendas,Santo Andre,41
2024102315,vendas,Santo Andre,41
2024121612,vendas,Santo Andre,41
2025010616,vendas,Santo Andre,41
2025011611,vendas,Santo Andre,41
2025012315,vendas,Santo Andre,41
2025012812,vendas,Santo Andre,41
2025012817,vendas,Santo Andre,41
2025012918,vendas,Santo Andre,41
2025013112,vendas,Santo Andre,41
2025013117,vendas,Santo Andre,41
2025020312,vendas,Santo Andre,41
2025020412,vendas,Santo Andre,41
2025020519,vendas,Santo Andre,41
2025020610,vendas,Santo Andre,41
2025021013,vendas,Santo Andre,41
2025021016,vendas,Santo Andre,41
2025021215,vendas,Santo Andre,41
2024100709,vendas,Santo Andre,40
2024101511,vendas,Santo Andre,40
2024101609,vendas,Santo Andre,40
2024102811,vendas,Santo Andre,40
2024111211,vendas,Santo Andre,40
2024111311,vendas,Santo Andre,40
2024112518,vendas,Santo Andre,40
2024120315,vendas,Santo Andre,40
2025010713,vendas,Santo Andre,40
2025010816,vendas,Santo Andre,40
2025010914,vendas,Santo Andre,40
2025011312,vendas,Santo Andre,40
2025011411,vendas,Santo Andre,40
2025011514,vendas,Santo Andre,40
2025012015,vendas,Santo Andre,40
2025012018,vendas,Santo Andre,40
2025012710,vendas,Santo Andre,40
2025012717,vendas,Santo Andre,40
2025012811,vendas,Santo Andre,40
2025020612,vendas,Santo Andre,40
2025020614,vendas,Santo Andre,40
2025021111,vendas,Santo Andre,40
2025021117,vendas,Santo Andre,40
2025021217,vendas,Santo Andre,40
2025021809,vendas,Santo Andre,40
2025021814,vendas,Santo Andre,40
2025021916,vendas,Santo Andre,40
2024100714,vendas,Santo Andre,39
2024101415,vendas,Santo Andre,39
2024102117,vendas,Santo Andre,39
2024102210,vendas,Santo Andre,39
2024102812,vendas,Santo Andre,39
2024110410,vendas,Santo Andre,39
2024110511,vendas,Santo Andre,39
2024120912,vendas,Santo Andre,39
2024121010,vendas,Santo Andre,39
2025010618,vendas,Santo Andre,39
2025010917,vendas,Santo Andre,39
2025011510,vendas,Santo Andre,39
2025011616,vendas,Santo Andre,39
2025012011,vendas,Santo Andre,39
2025012110,vendas,Santo Andre,39
2025012115,vendas,Santo Andre,39
2025013113,vendas,Santo Andre,39
2025020518,vendas,Santo Andre,39
2025020711,vendas,Santo Andre,39
2025021112,vendas,Santo Andre,39
2025021209,vendas,Santo Andre,39
2025021410,vendas,Santo Andre,39
2025021810,vendas,Santo Andre,39
2025021815,vendas,Santo Andre,39
2025021910,vendas,Santo Andre,39
2025022115,vendas,Santo Andre,39
2025022413,vendas,Santo Andre,39
2024100715,vendas,Santo Andre,38
2024110417,vendas,Santo Andre,38
2024111113,vendas,Santo Andre,38
2024112716,vendas,Santo Andre,38
2024120213,vendas,Santo Andre,38
2024120611,vendas,Santo Andre,38
2024120910,vendas,Santo Andre,38
2024120911,vendas,Santo Andre,38
2025010615,vendas,Santo Andre,38
2025011010,vendas,Santo Andre,38
2025011310,vendas,Santo Andre,38
2025011713,vendas,Santo Andre,38
2025012016,vendas,Santo Andre,38
2025012215,vendas,Santo Andre,38
2025012815,vendas,Santo Andre,38
2025013114,vendas,Santo Andre,38
2025020317,vendas,Santo Andre,38
2025020609,vendas,Santo Andre,38
2025021216,vendas,Santo Andre,38
2025022111,vendas,Santo Andre,38
2024100711,vendas,Santo Andre,37
2024101615,vendas,Santo Andre,37
2024101812,vendas,Santo Andre,37
2024102118,vendas,Santo Andre,37
2024102215,vendas,Santo Andre,37
2024111215,vendas,Santo Andre,37
2024111218,vendas,Santo Andre,37
2024111411,vendas,Santo Andre,37
2024111809,vendas,Santo Andre,37
2024111811,vendas,Santo Andre,37
2024111813,vendas,Santo Andre,37
2024112118,vendas,Santo Andre,37
2024112509,vendas,Santo Andre,37
2024112516,vendas,Santo Andre,37
2025010215,vendas,Santo Andre,37
2025011309,vendas,Santo Andre,37
2025011318,vendas,Santo Andre,37
2025011416,vendas,Santo Andre,37
2025012314,vendas,Santo Andre,37
2025012910,vendas,Santo Andre,37
2025012917,vendas,Santo Andre,37
2025013015,vendas,Santo Andre,37
2025013116,vendas,Santo Andre,37
2025021113,vendas,Santo Andre,37
2025021119,vendas,Santo Andre,37
2025021309,vendas,Santo Andre,37
2025021416,vendas,Santo Andre,37
2025021911,vendas,Santo Andre,37
2024101611,vendas,Santo Andre,36
2024101613,vendas,Santo Andre,36
2024102119,vendas,Santo Andre,36
2024102809,vendas,Santo Andre,36
2024102815,vendas,Santo Andre,36
2024103009,vendas,Santo Andre,36
2024103110,vendas,Santo Andre,36
2024111115,vendas,Santo Andre,36
2024111216,vendas,Santo Andre,36
2024111312,vendas,Santo Andre,36
2024111413,vendas,Santo Andre,36
2024120915,vendas,Santo Andre,36
2024120917,vendas,Santo Andre,36
2025010811,vendas,Santo Andre,36
2025012317,vendas,Santo Andre,36
2025012410,vendas,Santo Andre,36
2025012415,vendas,Santo Andre,36
2025012709,vendas,Santo Andre,36
2025012715,vendas,Santo Andre,36
2025012819,vendas,Santo Andre,36
2025013014,vendas,Santo Andre,36
2025013110,vendas,Santo Andre,36
2025021118,vendas,Santo Andre,36
2025021313,vendas,Santo Andre,36
2025021915,vendas,Santo Andre,36
2025022015,vendas,Santo Andre,36
2025022117,vendas,Santo Andre,36
2024101410,vendas,Santo Andre,35
2024101416,vendas,Santo Andre,35
2024102111,vendas,Santo Andre,35
2024102412,vendas,Santo Andre,35
2024102510,vendas,Santo Andre,35
2024103111,vendas,Santo Andre,35
2024111109,vendas,Santo Andre,35
2024111210,vendas,Santo Andre,35
2024111220,vendas,Santo Andre,35
2024111814,vendas,Santo Andre,35
2024120215,vendas,Santo Andre,35
2024120309,vendas,Santo Andre,35
2025010709,vendas,Santo Andre,35
2025010711,vendas,Santo Andre,35
2025011315,vendas,Santo Andre,35
2025011516,vendas,Santo Andre,35
2025011610,vendas,Santo Andre,35
2025011617,vendas,Santo Andre,35
2025012209,vendas,Santo Andre,35
2025012211,vendas,Santo Andre,35
2025012411,vendas,Santo Andre,35
2025013009,vendas,Santo Andre,35
2025020320,vendas,Santo Andre,35
2025021214,vendas,Santo Andre,35
2025021315,vendas,Santo Andre,35
2025021712,vendas,Santo Andre,35
2025021717,vendas,Santo Andre,35
2025021817,vendas,Santo Andre,35
2025021918,vendas,Santo Andre,35
2025022012,vendas,Santo Andre,35
2025022013,vendas,Santo Andre,35
2025022509,vendas,Santo Andre,35
2025022511,vendas,Santo Andre,35
2025022512,vendas,Santo Andre,35
2024100717,vendas,Santo Andre,34
2024101419,vendas,Santo Andre,34
2024101514,vendas,Santo Andre,34
2024103010,vendas,Santo Andre,34
2024110413,vendas,Santo Andre,34
2024110509,vendas,Santo Andre,34
2024110712,vendas,Santo Andre,34
2024110818,vendas,Santo Andre,34
2024111214,vendas,Santo Andre,34
2024111415,vendas,Santo Andre,34
2024111818,vendas,Santo Andre,34
2024112110,vendas,Santo Andre,34
2024112514,vendas,Santo Andre,34
2024120410,vendas,Santo Andre,34
2024120416,vendas,Santo Andre,34
2025010718,vendas,Santo Andre,34
2025011519,vendas,Santo Andre,34
2025011612,vendas,Santo Andre,34
2025011618,vendas,Santo Andre,34
2025011711,vendas,Santo Andre,34
2025012813,vendas,Santo Andre,34
2025012916,vendas,Santo Andre,34
2025020319,vendas,Santo Andre,34
2025020717,vendas,Santo Andre,34
2025022419,vendas,Santo Andre,34
2025022513,vendas,Santo Andre,34
2025022515,vendas,Santo Andre,34
2025022516,vendas,Santo Andre,34
2024100111,vendas,Santo Andre,33
2024100410,vendas,Santo Andre,33
2024100712,vendas,Santo Andre,33
2024101417,vendas,Santo Andre,33
2024101810,vendas,Santo Andre,33
2024102410,vendas,Santo Andre,33
2024102411,vendas,Santo Andre,33
2024102911,vendas,Santo Andre,33
2024102914,vendas,Santo Andre,33
2024102918,vendas,Santo Andre,33
2024110109,vendas,Santo Andre,33
2024112616,vendas,Santo Andre,33
2024120211,vendas,Santo Andre,33
2024120212,vendas,Santo Andre,33
2024120510,vendas,Santo Andre,33
2024120614,vendas,Santo Andre,33
2024121611,vendas,Santo Andre,33
2025010610,vendas,Santo Andre,33
2025010612,vendas,Santo Andre,33
2025010817,vendas,Santo Andre,33
2025010916,vendas,Santo Andre,33
2025011418,vendas,Santo Andre,33
2025011513,vendas,Santo Andre,33
2025012116,vendas,Santo Andre,33
2025012212,vendas,Santo Andre,33
2025012720,vendas,Santo Andre,33
2025012919,vendas,Santo Andre,33
2025020618,vendas,Santo Andre,33
2025020713,vendas,Santo Andre,33
2025021415,vendas,Santo Andre,33
2025021909,vendas,Santo Andre,33
2025022418,vendas,Santo Andre,33
2025022420,vendas,Santo Andre,33
2024101413,vendas,Santo Andre,32
2024101617,vendas,Santo Andre,32
2024102218,vendas,Santo Andre,32
2024102816,vendas,Santo Andre,32
2024102917,vendas,Santo Andre,32
2024110414,vendas,Santo Andre,32
2024110610,vendas,Santo Andre,32
2024110614,vendas,Santo Andre,32
2024110718,vendas,Santo Andre,32
2024111114,vendas,Santo Andre,32
2024111217,vendas,Santo Andre,32
2024111414,vendas,Santo Andre,32
2024111812,vendas,Santo Andre,32
2024111819,vendas,Santo Andre,32
2024111918,vendas,Santo Andre,32
2024112115,vendas,Santo Andre,32
2024112209,vendas,Santo Andre,32
2024112710,vendas,Santo Andre,32
2024112715,vendas,Santo Andre,32
2024120216,vendas,Santo Andre,32
2024120218,vendas,Santo Andre,32
2024120316,vendas,Santo Andre,32
2024121117,vendas,Santo Andre,32
2025010714,vendas,Santo Andre,32
2025011017,vendas,Santo Andre,32
2025011412,vendas,Santo Andre,32
2025011417,vendas,Santo Andre,32
2025011520,vendas,Santo Andre,32
2025011714,vendas,Santo Andre,32
2025012216,vendas,Santo Andre,32
2025013013,vendas,Santo Andre,32
2025013109,vendas,Santo Andre,32
2025020613,vendas,Santo Andre,32
2025020718,vendas,Santo Andre,32
2025021109,vendas,Santo Andre,32
2025021213,vendas,Santo Andre,32
2025021317,vendas,Santo Andre,32
2025021917,vendas,Santo Andre,32
2025021919,vendas,Santo Andre,32
2025022018,vendas,Santo Andre,32
2025022113,vendas,Santo Andre,32
2024100810,vendas,Santo Andre,31
2024100811,vendas,Santo Andre,31
2024101509,vendas,Santo Andre,31
2024102113,vendas,Santo Andre,31
2024102212,vendas,Santo Andre,31
2024102818,vendas,Santo Andre,31
2024110519,vendas,Santo Andre,31
2024110609,vendas,Santo Andre,31
2024110617,vendas,Santo Andre,31
2024110711,vendas,Santo Andre,31
2024110714,vendas,Santo Andre,31
2024111117,vendas,Santo Andre,31
2024111817,vendas,Santo Andre,31
2024111916,vendas,Santo Andre,31
2024112111,vendas,Santo Andre,31
2024112116,vendas,Santo Andre,31
2024112119,vendas,Santo Andre,31
2024112510,vendas,Santo Andre,31
2024112612,vendas,Santo Andre,31
2024120310,vendas,Santo Andre,31
2024120511,vendas,Santo Andre,31
2024121011,vendas,Santo Andre,31
2025010614,vendas,Santo Andre,31
2025010719,vendas,Santo Andre,31
2025010814,vendas,Santo Andre,31
2025010815,vendas,Santo Andre,31
2025010818,vendas,Santo Andre,31
2025011011,vendas,Santo Andre,31
2025011517,vendas,Santo Andre,31
2025011518,vendas,Santo Andre,31
2025012019,vendas,Santo Andre,31
2025012020,vendas,Santo Andre,31
2025012316,vendas,Santo Andre,31
2025012414,vendas,Santo Andre,31
2025020716,vendas,Santo Andre,31
2025021310,vendas,Santo Andre,31
2025022014,vendas,Santo Andre,31
2025022112,vendas,Santo Andre,31
2024100316,vendas,Santo Andre,30
2024100718,vendas,Santo Andre,30
2024101409,vendas,Santo Andre,30
2024101712,vendas,Santo Andre,30
2024101814,vendas,Santo Andre,30
2024102209,vendas,Santo Andre,30
2024102214,vendas,Santo Andre,30
2024102217,vendas,Santo Andre,30
2024110611,vendas,Santo Andre,30
2024110716,vendas,Santo Andre,30
2024110815,vendas,Santo Andre,30
2024111116,vendas,Santo Andre,30
2024111209,vendas,Santo Andre,30
2024111317,vendas,Santo Andre,30
2024111412,vendas,Santo Andre,30
2024112515,vendas,Santo Andre,30
2024112517,vendas,Santo Andre,30
2024112717,vendas,Santo Andre,30
2024120209,vendas,Santo Andre,30
2024120311,vendas,Santo Andre,30
2024120317,vendas,Santo Andre,30
2024120418,vendas,Santo Andre,30
2024121118,vendas,Santo Andre,30
2024121211,vendas,Santo Andre,30
2024121215,vendas,Santo Andre,30
2024121216,vendas,Santo Andre,30
2024122018,vendas,Santo Andre,30
2025010712,vendas,Santo Andre,30
2025010721,vendas,Santo Andre,30
2025011014,vendas,Santo Andre,30
2025011409,vendas,Santo Andre,30
2025011410,vendas,Santo Andre,30
2025011419,vendas,Santo Andre,30
2025011710,vendas,Santo Andre,30
2025012217,vendas,Santo Andre,30
2025012409,vendas,Santo Andre,30
2025012821,vendas,Santo Andre,30
2025013016,vendas,Santo Andre,30
2025013115,vendas,Santo Andre,30
2025020409,vendas,Santo Andre,30
2025020411,vendas,Santo Andre,30
2025020413,vendas,Santo Andre,30
2025020513,vendas,Santo Andre,30
2025020709,vendas,Santo Andre,30
2025020714,vendas,Santo Andre,30
2025021218,vendas,Santo Andre,30
2025021413,vendas,Santo Andre,30
2025021721,vendas,Santo Andre,30
2025021808,vendas,Santo Andre,30
2025021813,vendas,Santo Andre,30
2025022116,vendas,Santo Andre,30
2025022520,vendas,Santo Andre,30
2024100217,vendas,Santo Andre,29
2024101811,vendas,Santo Andre,29
2024102415,vendas,Santo Andre,29
2024102511,vendas,Santo Andre,29
2024102514,vendas,Santo Andre,29
2024110115,vendas,Santo Andre,29
2024110412,vendas,Santo Andre,29
2024110415,vendas,Santo Andre,29
2024110512,vendas,Santo Andre,29
2024110513,vendas,Santo Andre,29
2024110514,vendas,Santo Andre,29
2024110616,vendas,Santo Andre,29
2024110717,vendas,Santo Andre,29
2024110817,vendas,Santo Andre,29
2024111118,vendas,Santo Andre,29
2024111815,vendas,Santo Andre,29
2024111909,vendas,Santo Andre,29
2024111912,vendas,Santo Andre,29
2024112109,vendas,Santo Andre,29
2024112211,vendas,Santo Andre,29
2024112212,vendas,Santo Andre,29
2024112511,vendas,Santo Andre,29
2024112611,vendas,Santo Andre,29
2024112614,vendas,Santo Andre,29
2024112713,vendas,Santo Andre,29
2024120217,vendas,Santo Andre,29
2024120411,vendas,Santo Andre,29
2024120509,vendas,Santo Andre,29
2024120918,vendas,Santo Andre,29
2024121017,vendas,Santo Andre,29
2025010819,vendas,Santo Andre,29
2025010913,vendas,Santo Andre,29
2025011015,vendas,Santo Andre,29
2025011619,vendas,Santo Andre,29
2025011712,vendas,Santo Andre,29
2025012013,vendas,Santo Andre,29
2025012311,vendas,Santo Andre,29
2025012318,vendas,Santo Andre,29
2025012712,vendas,Santo Andre,29
2025020309,vendas,Santo Andre,29
2025020410,vendas,Santo Andre,29
2025021812,vendas,Santo Andre,29
2025022109,vendas,Santo Andre,29
2025022408,vendas,Santo Andre,29
2025022421,vendas,Santo Andre,29
2025022518,vendas,Santo Andre,29
2024100417,vendas,Santo Andre,28
2024100713,vendas,Santo Andre,28
2024101115,vendas,Santo Andre,28
2024101512,vendas,Santo Andre,28
2024101516,vendas,Santo Andre,28
2024101518,vendas,Santo Andre,28
2024101519,vendas,Santo Andre,28
2024101614,vendas,Santo Andre,28
2024101710,vendas,Santo Andre,28
2024102314,vendas,Santo Andre,28
2024102414,vendas,Santo Andre,28
2024102418,vendas,Santo Andre,28
2024102810,vendas,Santo Andre,28
2024103011,vendas,Santo Andre,28
2024103018,vendas,Santo Andre,28
2024111213,vendas,Santo Andre,28
2024112117,vendas,Santo Andre,28
2024112519,vendas,Santo Andre,28
2024112618,vendas,Santo Andre,28
2024112817,vendas,Santo Andre,28
2024120412,vendas,Santo Andre,28
2024121013,vendas,Santo Andre,28
2024121218,vendas,Santo Andre,28
2024121714,vendas,Santo Andre,28
2025010211,vendas,Santo Andre,28
2025010717,vendas,Santo Andre,28
2025010909,vendas,Santo Andre,28
2025011613,vendas,Santo Andre,28
2025011615,vendas,Santo Andre,28
2025012112,vendas,Santo Andre,28
2025012319,vendas,Santo Andre,28
2025012814,vendas,Santo Andre,28
2025013017,vendas,Santo Andre,28
2025020712,vendas,Santo Andre,28
2025020715,vendas,Santo Andre,28
2025021008,vendas,Santo Andre,28
2025021312,vendas,Santo Andre,28
2025021412,vendas,Santo Andre,28
2025021720,vendas,Santo Andre,28
2025022114,vendas,Santo Andre,28
2025022508,vendas,Santo Andre,28
2025022523,vendas,Santo Andre,28
2024100716,vendas,Santo Andre,27
2024101414,vendas,Santo Andre,27
2024102213,vendas,Santo Andre,27
2024102413,vendas,Santo Andre,27
2024102915,vendas,Santo Andre,27
2024102916,vendas,Santo Andre,27
2024102919,vendas,Santo Andre,27
2024103016,vendas,Santo Andre,27
2024110116,vendas,Santo Andre,27
2024110408,vendas,Santo Andre,27
2024110416,vendas,Santo Andre,27
2024110811,vendas,Santo Andre,27
2024111120,vendas,Santo Andre,27
2024111816,vendas,Santo Andre,27
2024111915,vendas,Santo Andre,27
2024112215,vendas,Santo Andre,27
2024112609,vendas,Santo Andre,27
2024112615,vendas,Santo Andre,27
2024112811,vendas,Santo Andre,27
2024120415,vendas,Santo Andre,27
2024121015,vendas,Santo Andre,27
2024121610,vendas,Santo Andre,27
2024121616,vendas,Santo Andre,27
2024121711,vendas,Santo Andre,27
2024121717,vendas,Santo Andre,27
2025010212,vendas,Santo Andre,27
2025010313,vendas,Santo Andre,27
2025010613,vendas,Santo Andre,27
2025010715,vendas,Santo Andre,27
2025010809,vendas,Santo Andre,27
2025010812,vendas,Santo Andre,27
2025010911,vendas,Santo Andre,27
2025010912,vendas,Santo Andre,27
2025011317,vendas,Santo Andre,27
2025011512,vendas,Santo Andre,27
2025011715,vendas,Santo Andre,27
2025011718,vendas,Santo Andre,27
2025012213,vendas,Santo Andre,27
2025012214,vendas,Santo Andre,27
2025012417,vendas,Santo Andre,27
2025012820,vendas,Santo Andre,27
2025013018,vendas,Santo Andre,27
2025013118,vendas,Santo Andre,27
2025020520,vendas,Santo Andre,27
2025020616,vendas,Santo Andre,27
2025021122,vendas,Santo Andre,27
2025021308,vendas,Santo Andre,27
2025021818,vendas,Santo Andre,27
2025022010,vendas,Santo Andre,27
2024100315,vendas,Santo Andre,26
2024100415,vendas,Santo Andre,26
2024101515,vendas,Santo Andre,26
2024101520,vendas,Santo Andre,26
2024101715,vendas,Santo Andre,26
2024102219,vendas,Santo Andre,26
2024102317,vendas,Santo Andre,26
2024102318,vendas,Santo Andre,26
2024102409,vendas,Santo Andre,26
2024102820,vendas,Santo Andre,26
2024102912,vendas,Santo Andre,26
2024103019,vendas,Santo Andre,26
2024110111,vendas,Santo Andre,26
2024110608,vendas,Santo Andre,26
2024111112,vendas,Santo Andre,26
2024111119,vendas,Santo Andre,26
2024111410,vendas,Santo Andre,26
2024111416,vendas,Santo Andre,26
2024111917,vendas,Santo Andre,26
2024112113,vendas,Santo Andre,26
2024112210,vendas,Santo Andre,26
2024112711,vendas,Santo Andre,26
2024112714,vendas,Santo Andre,26
2024112810,vendas,Santo Andre,26
2024120210,vendas,Santo Andre,26
2024120220,vendas,Santo Andre,26
2024120314,vendas,Santo Andre,26
2024120515,vendas,Santo Andre,26
2024120913,vendas,Santo Andre,26
2024121018,vendas,Santo Andre,26
2024121315,vendas,Santo Andre,26
2024121316,vendas,Santo Andre,26
2025010214,vendas,Santo Andre,26
2025010217,vendas,Santo Andre,26
2025010609,vendas,Santo Andre,26
2025010910,vendas,Santo Andre,26
2025011009,vendas,Santo Andre,26
2025011717,vendas,Santo Andre,26
2025012008,vendas,Santo Andre,26
2025012119,vendas,Santo Andre,26
2025012313,vendas,Santo Andre,26
2025012808,vendas,Santo Andre,26
2025012809,vendas,Santo Andre,26
2025012822,vendas,Santo Andre,26
2025012915,vendas,Santo Andre,26
2025012920,vendas,Santo Andre,26
2025013012,vendas,Santo Andre,26
2025013019,vendas,Santo Andre,26
2025020420,vendas,Santo Andre,26
2025020521,vendas,Santo Andre,26
2025021021,vendas,Santo Andre,26
2025021221,vendas,Santo Andre,26
2025021414,vendas,Santo Andre,26
2025021719,vendas,Santo Andre,26
2025021819,vendas,Santo Andre,26
2024100113,vendas,Santo Andre,25
2024100115,vendas,Santo Andre,25
2024100117,vendas,Santo Andre,25
2024100216,vendas,Santo Andre,25
2024100310,vendas,Santo Andre,25
2024100319,vendas,Santo Andre,25
2024100817,vendas,Santo Andre,25
2024101610,vendas,Santo Andre,25
2024101616,vendas,Santo Andre,25
2024101711,vendas,Santo Andre,25
2024101716,vendas,Santo Andre,25
2024101815,vendas,Santo Andre,25
2024102109,vendas,Santo Andre,25
2024102319,vendas,Santo Andre,25
2024102808,vendas,Santo Andre,25
2024102814,vendas,Santo Andre,25
2024103014,vendas,Santo Andre,25
2024110517,vendas,Santo Andre,25
2024110518,vendas,Santo Andre,25
2024110618,vendas,Santo Andre,25
2024111318,vendas,Santo Andre,25
2024111417,vendas,Santo Andre,25
2024111820,vendas,Santo Andre,25
2024111914,vendas,Santo Andre,25
2024112214,vendas,Santo Andre,25
2024112809,vendas,Santo Andre,25
2024112813,vendas,Santo Andre,25
2024112909,vendas,Santo Andre,25
2024112910,vendas,Santo Andre,25
2024112911,vendas,Santo Andre,25
2024112913,vendas,Santo Andre,25
2024120214,vendas,Santo Andre,25
2024120219,vendas,Santo Andre,25
2024120320,vendas,Santo Andre,25
2024120508,vendas,Santo Andre,25
2024120516,vendas,Santo Andre,25
2024120909,vendas,Santo Andre,25
2024121115,vendas,Santo Andre,25
2024121313,vendas,Santo Andre,25
2024121618,vendas,Santo Andre,25
2024121713,vendas,Santo Andre,25
2024121814,vendas,Santo Andre,25
2024122614,vendas,Santo Andre,25
2025010316,vendas,Santo Andre,25
2025010919,vendas,Santo Andre,25
2025011614,vendas,Santo Andre,25
2025012021,vendas,Santo Andre,25
2025012108,vendas,Santo Andre,25
2025012218,vendas,Santo Andre,25
2025012219,vendas,Santo Andre,25
2025012221,vendas,Santo Andre,25
2025012312,vendas,Santo Andre,25
2025012416,vendas,Santo Andre,25
2025012419,vendas,Santo Andre,25
2025012708,vendas,Santo Andre,25
2025020322,vendas,Santo Andre,25
2025020421,vendas,Santo Andre,25
2025020608,vendas,Santo Andre,25
2025021316,vendas,Santo Andre,25
2025021417,vendas,Santo Andre,25
2025021820,vendas,Santo Andre,25
2025021921,vendas,Santo Andre,25
2024100210,vendas,Santo Andre,24
2024100314,vendas,Santo Andre,24
2024100318,vendas,Santo Andre,24
2024100409,vendas,Santo Andre,24
2024100719,vendas,Santo Andre,24
2024101017,vendas,Santo Andre,24
2024101018,vendas,Santo Andre,24
2024101109,vendas,Santo Andre,24
2024101612,vendas,Santo Andre,24
2024101714,vendas,Santo Andre,24
2024101817,vendas,Santo Andre,24
2024102220,vendas,Santo Andre,24
2024102512,vendas,Santo Andre,24
2024102517,vendas,Santo Andre,24
2024103013,vendas,Santo Andre,24
2024103015,vendas,Santo Andre,24
2024110110,vendas,Santo Andre,24
2024110114,vendas,Santo Andre,24
2024110419,vendas,Santo Andre,24
